"Frecuencia(Hz)		",mm/Seg(PC)
1160.938,0.112346
1162.5,0.078916
1164.063,0.026442
1165.625,0.018907
1167.188,0.02014
1168.75,0.023017
1170.313,0.021236
1171.875,0.019455
1173.438,0.018359
1175,0.024387
1176.563,0.068504
1178.125,0.066037
1179.688,0.026716
1181.25,0.02151
1182.813,0.02562
1184.375,0.026716
1185.938,0.012947
1187.5,0.019181
1189.063,0.01692
1190.625,0.020414
1192.188,0.032745
1193.75,0.037266
1195.313,0.023839
1196.875,0.024113
1198.438,0.011783
1200,0.017811
1201.563,0.016098
1203.125,0.019181
1204.688,0.02151
1206.25,0.025894
1207.813,0.018907
1209.375,0.041376
1210.938,0.042472
1212.5,0.024113
1214.063,0.02562
1215.625,0.012331
1217.188,0.021236
1218.75,0.020414
1220.313,0.014386
1221.875,0.019729
1223.438,0.027264
1225,0.054529
1226.563,0.04713
1228.125,0.028086
1229.688,0.02151
1231.25,0.028771
1232.813,0.025209
1234.375,0.032471
1235.938,0.049871
1237.5,0.04713
1239.063,0.048775
1240.625,0.071792
1242.188,0.0696
1243.75,0.043568
1245.313,0.038362
1246.875,0.055625
1248.438,0.104673
1250,0.35293
1251.563,0.423078
1253.125,0.16112
1254.688,0.100837
1256.25,0.276206
1257.813,0.574334
1259.375,0.357315
1260.938,0.098645
1262.5,0.038362
1264.063,0.053433
1265.625,0.053433
1267.188,0.053433
1268.75,0.040828
1270.313,0.053433
1271.875,0.060831
1273.438,0.103577
1275,0.120566
1276.563,0.087137
1278.125,0.084944
1279.688,0.060831
1281.25,0.041924
1282.813,0.040828
1284.375,0.041924
1285.938,0.037814
1287.5,0.041924
1289.063,0.074532
1290.625,0.106866
1292.188,0.056173
1293.75,0.03891
1295.313,0.037814
1296.875,0.023291
1298.438,0.029046
1300,0.03891
1301.563,0.087137
1303.125,0.118374
1304.688,0.07234
1306.25,0.090973
1307.813,0.07782
1309.375,0.056173
1310.938,0.032745
1312.5,0.067134
1314.063,0.066037
1315.625,0.054529
1317.188,0.051789
1318.75,0.059187
1320.313,0.070148
1321.875,0.074532
1323.438,0.128787
1325,0.26415
1326.563,0.195098
1328.125,0.31128
1329.688,0.232364
1331.25,0.068504
1332.813,0.051241
1334.375,0.035622
1335.938,0.056995
1337.5,0.074532
1339.063,0.078916
1340.625,0.097549
1342.188,0.070148
1343.75,0.04028
1345.313,0.051789
1346.875,0.04028
1348.438,0.031923
1350,0.043568
1351.563,0.075628
1353.125,0.084944
1354.688,0.053433
1356.25,0.049323
1357.813,0.051241
1359.375,0.047678
1360.938,0.049323
1362.5,0.03891
1364.063,0.058091
1365.625,0.064393
1367.188,0.055077
1368.75,0.049871
1370.313,0.051789
1371.875,0.041376
1373.438,0.060283
1375,0.060283
1376.563,0.098645
1378.125,0.109058
1379.688,0.039458
1381.25,0.017263
1382.813,0.04302
1384.375,0.051241
1385.938,0.050419
1387.5,0.040828
1389.063,0.043568
1390.625,0.046034
1392.188,0.039458
1393.75,0.038362
1395.313,0.034252
1396.875,0.039458
1398.438,0.055077
1400,0.072888
1401.563,0.110154
1403.125,0.112346
1404.688,0.058639
1406.25,0.050419
1407.813,0.044116
1409.375,0.032471
1410.938,0.035348
1412.5,0.059735
1414.063,0.082752
1415.625,0.096453
1417.188,0.045486
1418.75,0.024935
1420.313,0.033293
1421.875,0.040828
1423.438,0.031375
1425,0.037814
1426.563,0.070148
1428.125,0.058091
1429.688,0.0348
1431.25,0.024387
1432.813,0.025894
1434.375,0.038362
1435.938,0.040828
1437.5,0.046582
1439.063,0.044664
1440.625,0.055625
1442.188,0.044116
1443.75,0.033567
1445.313,0.041924
1446.875,0.075628
1448.438,0.097549
1450,0.284975
1451.563,0.477881
1453.125,0.250997
1454.688,0.053981
1456.25,0.051789
1457.813,0.046582
1459.375,0.038362
1460.938,0.028771
1462.5,0.066585
1464.063,0.08604
1465.625,0.047678
1467.188,0.049323
1468.75,0.042472
1470.313,0.033019
1471.875,0.02562
1473.438,0.043568
1475,0.052337
1476.563,0.066037
1478.125,0.055625
1479.688,0.032197
1481.25,0.035622
1482.813,0.083848
1484.375,0.090973
1485.938,0.083848
1487.5,0.133171
1489.063,0.289359
1490.625,0.2225
1492.188,0.083848
1493.75,0.045486
1495.313,0.051789
1496.875,0.048227
1498.438,0.058639
1500,0.18633
1501.563,0.18633
1503.125,0.046582
1504.688,0.030964
1506.25,0.03891
1507.813,0.035622
1509.375,0.035074
1510.938,0.083848
1512.5,0.095357
1514.063,0.063297
1515.625,0.106866
1517.188,0.084944
1518.75,0.051789
1520.313,0.058091
1521.875,0.059187
1523.438,0.059735
1525,0.071244
1526.563,0.069052
1528.125,0.058091
1529.688,0.074532
1531.25,0.060831
1532.813,0.074532
1534.375,0.11399
1535.938,0.157832
1537.5,0.232364
1539.063,0.157832
1540.625,0.172081
1542.188,0.211539
1543.75,0.143583
1545.313,0.2225
1546.875,1.039062
1548.438,1.674775
1550,0.889998
1551.563,0.201675
1553.125,0.117278
1554.688,0.056173
1556.25,0.081656
1557.813,0.090973
1559.375,0.165505
1560.938,0.357315
1562.5,1.227584
1564.063,1.823839
1565.625,0.872461
1567.188,0.255381
